fact_id,type,external_or_internal,question,answer,dr_question
qa_1755633384,supporting,internal,"What is the average time-to-lead for our content marketing efforts, broken down by channel (blog, social media, email)?","Our email marketing efforts have an average time-to-lead of 2 hours, while social media takes 6 hours, and blog content takes 12 hours, as of Q1 of 2025.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633393,supporting,internal,What percentage of our online consultations are booked through our mobile app?,40% of our online consultations were booked through our mobile app in Q2 of 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633444,distractor,internal,What was our training budget allocation for Q2 2025?,"Training budget allocation was $80,000 with a focus on compliance training for new hires.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633460,distractor,internal,What was our average IT infrastructure upgrade cycle length in 2024?,"Average IT infrastructure upgrade cycle length was 18 months with a budget allocation of $250,000.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633468,distractor,internal,What was our employee turnover rate for Q1 2025?,Employee turnover rate was 12% with an average tenure of 2.5 years.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633501,distractor,internal,What was our IT infrastructure upgrade cycle length in 2023?,Average IT infrastructure upgrade cycle length was 15 months.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633519,distractor,internal,What was our employee training budget allocation for Q1 2024?,"Training budget allocation was $90,000 with a focus on compliance training for new hires.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633533,distractor,internal,What was our facility rental cost per square foot in Q3 2024?,Facility rental cost per square foot averaged $25.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633587,supporting,internal,What is our website's bounce rate Q3 2025?,Bounce rate was 45% in Q3 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633748,supporting,internal,What is our mobile traffic percentage Q2 2025?,Mobile traffic was 60% in Q2 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633838,distractor,internal,What was our IT support cost in Q1 2025?,"IT support costs were $150,000 in Q1 2025.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633877,distractor,internal,What was the employee satisfaction score in Q4 2024?,Employee satisfaction score was 78 out of 100.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755633954,distractor,internal,What was the legal compliance audit cost in Q3 2025?,"Legal compliance audit cost was $50,000 in Q3 2025.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755634000,distractor,internal,What was our facility maintenance cost in Q3 2024?,"Facility maintenance cost was $35,000 in Q3 2024.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755706352,supporting,internal,What is our average search engine ranking position (SERP) for telehealth-related keywords in Q3 2025?,Our average SERP for telehealth-related keywords is 4.8 in Q3 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755710971,supporting,internal,What is our search engine optimization (SEO) budget allocation for Q4 2025?,"Our SEO budget allocation is $120,000 for Q4 2025.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755711234,supporting,internal,What is our social media engagement rate for telehealth-related content in Q1 2025?,Our social media engagement rate for telehealth-related content is 8% in Q1 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755711331,supporting,internal,How many unique visitors did our blog attract in Q2 2025?,"Our blog attracted 15,000 unique visitors in Q2 2025.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755711940,distractor,internal,What was our employee benefits cost as a percentage of payroll in Q3 2025?,"Employee benefits cost averaged 12% of payroll with a total spend of $750,000.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755712211,distractor,internal,What was our server downtime percentage in Q2 2024?,Server downtime averaged 2.5% with a longest outage lasting 4 hours.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755712284,distractor,internal,What was our employee onboarding time in Q3 2025?,Employee onboarding time averaged 4.5 weeks with a 90% completion rate.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755712721,distractor,internal,What were our facility energy costs in Q2 2024?,"Facility energy costs totaled $18,000 with an average cost of $0.12 per kWh.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755712757,distractor,internal,What was our internal audit frequency in Q1 2025?,Internal audits occurred bi-annually with an average duration of 2.5 days.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755712983,distractor,internal,What was our average employee sick leave duration in Q3 2025?,Average employee sick leave duration was 4.5 days with 12% staff affected.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755713021,distractor,internal,What was our facility water consumption cost in Q2 2024?,"Facility water consumption cost totaled $8,000 with an average cost of $0.05 per gallon.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1755713057,distractor,internal,What was our server hardware upgrade budget allocation in Q1 2025?,"Server hardware upgrade budget allocation was $180,000 with a focus on storage expansion.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143681,supporting,internal,What percentage of our online consultations are booked through our mobile app in Q3 2025?,35% of our online consultations were booked through our mobile app in Q3 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143709,supporting,internal,What is our average employee satisfaction score among our customer-facing staff in Q2 2025?,85% of our customer-facing staff reported high job satisfaction in Q2 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143723,supporting,internal,What percentage of our website traffic is from organic search engine optimization in Q1 2025?,22% of our website traffic comes from organic search engine optimization in Q1 2025.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143762,distractor,internal,What was our average employee commuting distance in Q3 2025?,Average employee commuting distance was 15 miles with 75% using public transportation.,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143807,distractor,internal,What was our employee satisfaction score for the facilities team in Q3 2025?,Employee satisfaction score for facilities team was 92%,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143817,distractor,internal,What was our IT infrastructure upgrade budget allocation for Q1 2024?,"IT infrastructure upgrade budget allocation was $220,000","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143831,distractor,internal,What percentage of our employee onboarding time is spent on training in Q2 2025?,44% of employee onboarding time is spent on training,"What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143868,distractor,internal,What was our facility energy costs in Q2 2024?,"Facility energy costs totaled $12,000 with an average cost of $0.10 per kWh.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
qa_1756143883,distractor,internal,What is our average IT support cost in Q1 2025?,"IT support costs were $120,000 in Q1 2025.","What are the most critical elements of a robust digital presence for a telehealth provider such as MediConn Solutions, and how can we optimize our website and content marketing strategy to attract digital-first patients?"
